Flight_ID,Airline,Flight_Number,Departure_Airport,Arrival_Airport,Departure_Time,Arrival_Time,Ticket_Price_INR,Flight_Status
4506,IndiGo,AI3765,CCU,BOM,2024-07-20 23:00,2024-07-20 01:00,6956,On Time
4507,Akasa Air,AI3057,AMD,PNQ,2024-08-06 22:00,2024-08-06 03:00,3853,Delayed
4508,Akasa Air,SG5800,HYD,AMD,2024-11-14 22:00,2024-11-14 03:00,4454,On Time
4509,Go First,UK9215,BOM,HYD,2024-01-12 18:00,2024-01-12 03:00,10263,Cancelled
4510,Air India,SG5901,DEL,MAA,2024-09-15 06:00,2024-09-15 05:00,10989,Cancelled
4511,Vistara,6E1839,BLR,BOM,2024-09-13 10:00,2024-09-13 05:00,8133,Delayed
4512,SpiceJet,UK7503,AMD,HYD,2024-03-14 05:00,2024-03-14 01:00,3764,On Time
4513,Go First,QP6084,MAA,CCU,2024-03-30 16:00,2024-03-30 01:00,8510,On Time
4514,Vistara,6E3086,BOM,COK,2024-05-02 20:00,2024-05-02 04:00,10995,On Time
4515,Air India,AI530,TRV,AMD,2024-06-17 02:00,2024-06-17 05:00,6239,Cancelled
4516,IndiGo,6E8223,DEL,CCU,2024-01-01 21:00,2024-01-01 04:00,11178,Delayed
4517,Vistara,SG6911,PNQ,COK,2024-04-04 19:00,2024-04-04 05:00,5220,On Time
4518,Vistara,SG1419,TRV,DEL,2024-02-16 01:00,2024-02-16 02:00,11770,On Time
4519,Vistara,AI9602,HYD,MAA,2024-08-19 05:00,2024-08-19 03:00,3424,On Time
4520,Akasa Air,6E7977,AMD,BOM,2024-10-10 02:00,2024-10-10 04:00,6694,Cancelled
4521,Air India,UK1069,BOM,COK,2024-07-06 06:00,2024-07-06 04:00,10123,Delayed
4522,Go First,QP1696,TRV,BLR,2024-07-28 02:00,2024-07-28 04:00,4030,On Time
4523,Go First,QP2478,DEL,MAA,2024-10-27 03:00,2024-10-27 05:00,11606,Cancelled
4524,Akasa Air,AI6807,BOM,BLR,2024-12-27 16:00,2024-12-27 05:00,4995,Delayed
4525,IndiGo,UK3485,HYD,BLR,2024-12-16 14:00,2024-12-16 03:00,8619,On Time
4526,SpiceJet,6E574,HYD,BLR,2024-12-03 00:00,2024-12-03 02:00,8050,Delayed
4527,SpiceJet,UK8152,MAA,AMD,2024-08-06 15:00,2024-08-06 03:00,3247,Delayed
4528,IndiGo,QP7779,BOM,HYD,2024-06-12 02:00,2024-06-12 03:00,9236,Delayed
4529,Air India,6E4224,TRV,COK,2024-11-24 05:00,2024-11-24 03:00,8716,On Time
4530,Akasa Air,UK6666,TRV,DEL,2024-03-10 08:00,2024-03-10 03:00,7117,On Time
4531,Air India,AI2177,PNQ,HYD,2024-02-13 00:00,2024-02-13 03:00,4176,Cancelled
4532,Akasa Air,SG5051,COK,BOM,2024-03-17 08:00,2024-03-17 05:00,9127,Cancelled
4533,IndiGo,6E1963,CCU,BLR,2024-09-06 20:00,2024-09-06 03:00,7107,Cancelled
4534,Go First,AI8524,DEL,HYD,2024-04-05 07:00,2024-04-05 05:00,2873,On Time
4535,Akasa Air,SG3525,BLR,COK,2024-10-11 22:00,2024-10-11 03:00,10364,Delayed
4536,Vistara,QP4916,COK,BLR,2024-11-23 08:00,2024-11-23 02:00,7989,On Time
4537,IndiGo,UK5709,HYD,BOM,2024-11-28 06:00,2024-11-28 05:00,11120,Delayed
4538,Vistara,SG8634,BOM,CCU,2024-01-04 07:00,2024-01-04 04:00,10208,On Time
4539,Vistara,AI7202,HYD,TRV,2024-07-15 18:00,2024-07-15 04:00,10816,Cancelled
4540,Air India,AI3179,BOM,HYD,2024-11-29 09:00,2024-11-29 01:00,9358,Delayed
4541,Go First,SG6740,COK,CCU,2024-04-03 10:00,2024-04-03 01:00,8173,On Time
4542,Akasa Air,6E6122,BOM,AMD,2024-03-18 01:00,2024-03-18 04:00,7129,On Time
4543,Air India,SG9037,HYD,BOM,2024-06-29 12:00,2024-06-29 01:00,10528,Cancelled
4544,SpiceJet,6E6659,DEL,CCU,2024-12-01 11:00,2024-12-01 05:00,5878,Delayed
4545,Air India,UK1606,BOM,MAA,2024-10-06 23:00,2024-10-06 01:00,4187,Cancelled
4546,Go First,SG6124,BLR,HYD,2024-04-09 07:00,2024-04-09 05:00,11272,On Time
4547,Vistara,6E8161,COK,HYD,2024-09-15 01:00,2024-09-15 01:00,7829,Delayed
4548,Akasa Air,SG1854,DEL,MAA,2024-09-16 20:00,2024-09-16 01:00,5786,Delayed
4549,Air India,QP7160,BOM,PNQ,2024-09-12 19:00,2024-09-12 01:00,3563,On Time
4550,Go First,AI8134,BLR,HYD,2024-12-11 19:00,2024-12-11 05:00,4607,Cancelled
4551,Vistara,UK1158,PNQ,BLR,2024-09-22 21:00,2024-09-22 02:00,11179,On Time
4552,Air India,SG4727,AMD,BLR,2024-12-11 13:00,2024-12-11 02:00,7544,On Time
4553,Vistara,6E1716,PNQ,MAA,2024-10-03 05:00,2024-10-03 05:00,9371,On Time
4554,Vistara,UK8522,TRV,AMD,2024-07-05 16:00,2024-07-05 03:00,10082,Cancelled
4555,IndiGo,UK2500,BOM,TRV,2024-10-08 04:00,2024-10-08 04:00,11672,On Time
4556,SpiceJet,6E5987,DEL,BOM,2024-03-07 04:00,2024-03-07 04:00,7172,On Time
4557,IndiGo,QP1141,AMD,TRV,2024-09-10 12:00,2024-09-10 05:00,3756,Delayed
4558,Go First,QP2055,BLR,HYD,2024-02-15 08:00,2024-02-15 03:00,4604,Delayed
4559,Go First,UK562,HYD,BLR,2024-10-21 10:00,2024-10-21 01:00,9554,Cancelled
4560,Go First,AI5285,CCU,MAA,2024-03-17 09:00,2024-03-17 02:00,8438,On Time
4561,SpiceJet,QP6495,COK,PNQ,2024-11-05 21:00,2024-11-05 05:00,5946,Delayed
4562,Vistara,6E8012,AMD,MAA,2024-05-04 06:00,2024-05-04 01:00,8798,Cancelled
4563,Go First,AI2230,BLR,CCU,2024-04-15 00:00,2024-04-15 05:00,10886,Delayed
4564,Air India,UK7385,COK,DEL,2024-04-15 09:00,2024-04-15 04:00,8316,On Time
4565,Vistara,QP8617,MAA,PNQ,2024-05-07 21:00,2024-05-07 05:00,5194,Cancelled
4566,SpiceJet,SG1431,AMD,MAA,2024-04-27 18:00,2024-04-27 05:00,8832,On Time
4567,IndiGo,UK7617,BOM,HYD,2024-03-20 13:00,2024-03-20 02:00,8287,On Time
4568,Vistara,UK7790,CCU,BLR,2024-01-13 09:00,2024-01-13 03:00,3546,On Time
4569,Akasa Air,UK9168,COK,PNQ,2024-06-30 01:00,2024-06-30 02:00,11713,Delayed
4570,Go First,AI2815,COK,DEL,2024-02-20 18:00,2024-02-20 05:00,11833,Delayed
4571,Go First,QP6192,COK,CCU,2024-04-27 15:00,2024-04-27 05:00,10213,Delayed
4572,Akasa Air,UK2079,HYD,PNQ,2024-01-01 11:00,2024-01-01 05:00,3040,Delayed
4573,IndiGo,QP9778,CCU,PNQ,2024-07-05 19:00,2024-07-05 02:00,3951,On Time
4574,SpiceJet,QP3779,HYD,AMD,2024-07-15 06:00,2024-07-15 01:00,5612,Cancelled
4575,Vistara,6E5735,COK,PNQ,2024-05-08 02:00,2024-05-08 01:00,10512,Cancelled
4576,Vistara,AI9832,CCU,COK,2024-09-14 00:00,2024-09-14 05:00,11477,Cancelled
4577,Air India,UK2784,TRV,PNQ,2024-08-25 13:00,2024-08-25 02:00,5019,On Time
4578,IndiGo,6E7972,TRV,DEL,2024-07-30 17:00,2024-07-30 01:00,7681,Cancelled
4579,Vistara,6E855,COK,PNQ,2024-05-27 12:00,2024-05-27 01:00,7260,Cancelled
4580,Vistara,QP4100,AMD,CCU,2024-10-18 00:00,2024-10-18 02:00,2673,Cancelled
4581,SpiceJet,AI7083,COK,BOM,2024-12-17 13:00,2024-12-17 03:00,10787,Cancelled
4582,SpiceJet,SG4984,BLR,COK,2024-02-06 02:00,2024-02-06 05:00,6077,On Time
4583,IndiGo,AI4226,DEL,BOM,2024-04-21 11:00,2024-04-21 04:00,3198,Delayed
4584,Go First,SG5271,CCU,TRV,2024-07-03 20:00,2024-07-03 03:00,5616,On Time
4585,Air India,6E9679,COK,HYD,2024-08-24 12:00,2024-08-24 03:00,5844,Delayed
4586,Air India,SG9566,COK,TRV,2024-02-25 00:00,2024-02-25 04:00,11386,On Time
4587,Vistara,AI5810,CCU,HYD,2024-05-06 19:00,2024-05-06 02:00,3421,On Time
4588,Vistara,AI1170,AMD,COK,2024-07-20 06:00,2024-07-20 03:00,7020,Delayed
4589,Akasa Air,AI3046,COK,DEL,2024-09-11 07:00,2024-09-11 02:00,5065,Cancelled
4590,IndiGo,QP3100,HYD,PNQ,2024-12-22 01:00,2024-12-22 01:00,11961,Cancelled
4591,SpiceJet,QP1776,HYD,DEL,2024-09-18 17:00,2024-09-18 01:00,11303,Delayed
4592,Air India,UK8273,PNQ,AMD,2024-09-15 14:00,2024-09-15 04:00,2916,Cancelled
4593,Air India,AI5132,HYD,BOM,2024-11-25 16:00,2024-11-25 01:00,5489,On Time
4594,Vistara,AI1191,HYD,MAA,2024-10-23 08:00,2024-10-23 02:00,3748,Cancelled
4595,Air India,6E347,PNQ,HYD,2024-06-20 22:00,2024-06-20 03:00,5541,On Time
4596,Vistara,AI9652,MAA,TRV,2024-09-19 11:00,2024-09-19 04:00,4522,On Time
4597,Air India,6E6508,BOM,DEL,2024-01-01 20:00,2024-01-01 03:00,7488,Delayed
4598,Vistara,6E6221,BOM,BLR,2024-01-31 08:00,2024-01-31 04:00,3122,On Time
4599,Akasa Air,6E4362,PNQ,HYD,2024-08-29 23:00,2024-08-29 05:00,5676,Cancelled
4600,Air India,6E8495,TRV,COK,2024-08-10 16:00,2024-08-10 02:00,6116,Delayed
4601,Vistara,SG885,BLR,AMD,2024-10-07 20:00,2024-10-07 04:00,3114,Delayed
4602,Vistara,SG5398,COK,MAA,2024-08-14 02:00,2024-08-14 01:00,6423,On Time
4603,Vistara,QP8672,HYD,BLR,2024-02-18 05:00,2024-02-18 04:00,7824,Delayed
4604,Akasa Air,SG2585,HYD,MAA,2024-12-15 22:00,2024-12-15 02:00,2986,Cancelled
4605,IndiGo,UK9873,CCU,HYD,2024-11-14 19:00,2024-11-14 05:00,11634,Delayed
4606,Air India,AI8204,BOM,MAA,2024-08-25 00:00,2024-08-25 01:00,7332,On Time
4607,Vistara,UK1925,CCU,MAA,2024-12-14 11:00,2024-12-14 02:00,6626,Delayed
4608,IndiGo,AI4079,HYD,BOM,2024-07-07 03:00,2024-07-07 01:00,5799,Delayed
4609,Air India,QP5908,HYD,CCU,2024-12-29 15:00,2024-12-29 05:00,6489,Cancelled
4610,IndiGo,QP3352,COK,HYD,2024-05-05 04:00,2024-05-05 03:00,10134,On Time
4611,Akasa Air,AI6742,HYD,PNQ,2024-08-04 03:00,2024-08-04 02:00,3869,Cancelled
4612,Air India,SG8082,COK,BOM,2024-04-07 19:00,2024-04-07 01:00,9027,Delayed
4613,SpiceJet,QP1793,MAA,COK,2024-02-06 14:00,2024-02-06 05:00,7216,Delayed
4614,Vistara,QP6645,TRV,DEL,2024-09-30 20:00,2024-09-30 04:00,11956,Cancelled
4615,Vistara,SG9756,COK,PNQ,2024-11-01 11:00,2024-11-01 01:00,3771,On Time
4616,Air India,UK3734,TRV,BLR,2024-02-23 18:00,2024-02-23 04:00,2793,On Time
4617,IndiGo,AI8173,MAA,COK,2024-04-12 08:00,2024-04-12 04:00,10187,Delayed
4618,SpiceJet,AI354,PNQ,DEL,2024-10-29 09:00,2024-10-29 01:00,3658,Delayed
4619,Air India,AI346,BLR,BOM,2024-02-09 11:00,2024-02-09 04:00,6586,On Time
4620,Akasa Air,AI7849,HYD,PNQ,2024-04-01 14:00,2024-04-01 01:00,8226,Cancelled
4621,IndiGo,AI8649,BLR,BOM,2024-10-29 19:00,2024-10-29 05:00,5432,Cancelled
4622,Akasa Air,6E8828,TRV,DEL,2024-08-22 22:00,2024-08-22 04:00,2833,Delayed
4623,Akasa Air,SG4097,AMD,COK,2024-10-11 08:00,2024-10-11 02:00,6344,Cancelled
4624,Vistara,6E6781,PNQ,AMD,2024-11-08 15:00,2024-11-08 04:00,8103,Delayed
4625,Vistara,UK2907,CCU,DEL,2024-02-22 18:00,2024-02-22 05:00,8267,Delayed
4626,SpiceJet,6E585,PNQ,BLR,2024-05-26 08:00,2024-05-26 05:00,10953,Delayed
4627,IndiGo,SG4060,MAA,PNQ,2024-01-29 03:00,2024-01-29 05:00,9360,Delayed
4628,IndiGo,UK6982,AMD,BOM,2024-01-17 08:00,2024-01-17 01:00,10089,On Time
4629,SpiceJet,SG1061,TRV,HYD,2024-08-22 16:00,2024-08-22 01:00,9084,Delayed
4630,Vistara,AI3684,COK,TRV,2024-11-10 03:00,2024-11-10 04:00,10752,On Time
4631,SpiceJet,SG5157,DEL,HYD,2024-09-16 18:00,2024-09-16 03:00,6094,On Time
4632,Air India,6E4160,BLR,PNQ,2024-04-05 12:00,2024-04-05 04:00,9405,Cancelled
4633,Air India,UK7634,PNQ,HYD,2024-05-05 04:00,2024-05-05 02:00,11914,Cancelled
4634,Air India,SG1633,BOM,AMD,2024-12-15 20:00,2024-12-15 04:00,8776,Cancelled
4635,Akasa Air,SG8840,COK,MAA,2024-12-10 00:00,2024-12-10 01:00,10477,Cancelled
4636,Air India,UK6394,BOM,COK,2024-06-11 06:00,2024-06-11 01:00,8665,Cancelled
4637,Vistara,SG9318,MAA,AMD,2024-11-12 18:00,2024-11-12 04:00,10180,Delayed
4638,Akasa Air,SG3962,COK,CCU,2024-03-17 16:00,2024-03-17 01:00,4169,Cancelled
4639,Go First,6E3723,DEL,BOM,2024-08-12 19:00,2024-08-12 05:00,10820,On Time
4640,IndiGo,SG3789,CCU,PNQ,2024-11-30 00:00,2024-11-30 02:00,6475,Cancelled
4641,Air India,UK3452,COK,HYD,2024-12-30 22:00,2024-12-30 02:00,6297,On Time
4642,SpiceJet,6E933,CCU,MAA,2024-07-01 10:00,2024-07-01 01:00,8259,On Time
4643,IndiGo,6E4201,COK,DEL,2024-11-10 05:00,2024-11-10 03:00,5791,On Time
4644,Air India,SG2413,HYD,PNQ,2024-02-16 19:00,2024-02-16 01:00,6997,Cancelled
4645,Air India,AI2212,HYD,AMD,2024-04-19 05:00,2024-04-19 05:00,6094,Cancelled
4646,IndiGo,AI2493,BLR,MAA,2024-06-01 10:00,2024-06-01 02:00,8736,Delayed
4647,IndiGo,AI9740,MAA,BLR,2024-11-18 14:00,2024-11-18 05:00,4954,Cancelled
4648,IndiGo,QP5242,CCU,PNQ,2024-10-28 21:00,2024-10-28 01:00,11270,On Time
4649,SpiceJet,AI5769,TRV,CCU,2024-03-25 10:00,2024-03-25 02:00,3950,On Time
4650,Air India,UK4228,CCU,MAA,2024-10-06 09:00,2024-10-06 03:00,3258,On Time
4651,Vistara,QP9858,HYD,BOM,2024-01-07 14:00,2024-01-07 01:00,10741,Cancelled
4652,Akasa Air,QP3200,BLR,COK,2024-05-03 05:00,2024-05-03 04:00,11235,On Time
4653,SpiceJet,6E3234,COK,BOM,2024-08-03 03:00,2024-08-03 05:00,2514,Cancelled
4654,Go First,QP8380,TRV,MAA,2024-08-13 15:00,2024-08-13 02:00,4960,Delayed
4655,Vistara,QP5824,CCU,MAA,2024-09-17 00:00,2024-09-17 03:00,11830,Delayed
4656,Vistara,UK7086,PNQ,COK,2024-12-11 03:00,2024-12-11 03:00,7150,Delayed
4657,Vistara,SG4657,TRV,PNQ,2024-04-04 13:00,2024-04-04 05:00,9152,Delayed
4658,IndiGo,UK6633,HYD,MAA,2024-05-30 02:00,2024-05-30 05:00,8117,On Time
4659,IndiGo,AI7031,AMD,HYD,2024-01-01 05:00,2024-01-01 04:00,4783,Delayed
4660,SpiceJet,AI8568,TRV,AMD,2024-05-10 09:00,2024-05-10 05:00,11589,Delayed
4661,IndiGo,SG9024,DEL,TRV,2024-05-31 13:00,2024-05-31 05:00,5936,On Time
4662,IndiGo,UK9418,DEL,CCU,2024-05-03 07:00,2024-05-03 05:00,8595,On Time
4663,Akasa Air,UK6696,DEL,PNQ,2024-05-22 06:00,2024-05-22 01:00,5135,Cancelled
4664,IndiGo,QP7574,HYD,COK,2024-06-18 00:00,2024-06-18 03:00,11169,On Time
4665,Go First,SG5125,BOM,MAA,2024-01-21 22:00,2024-01-21 05:00,11801,On Time
4666,SpiceJet,6E5801,DEL,MAA,2024-01-22 16:00,2024-01-22 04:00,8163,Delayed
4667,IndiGo,QP2148,BOM,MAA,2024-07-23 21:00,2024-07-23 04:00,8483,On Time
4668,Vistara,QP5236,DEL,CCU,2024-02-02 02:00,2024-02-02 01:00,9436,Delayed
4669,IndiGo,QP1096,BOM,HYD,2024-03-31 20:00,2024-03-31 04:00,5168,Cancelled
4670,Akasa Air,6E161,PNQ,DEL,2024-12-12 12:00,2024-12-12 04:00,8435,Delayed
4671,IndiGo,6E2386,BLR,PNQ,2024-04-03 05:00,2024-04-03 02:00,5901,Delayed
4672,IndiGo,QP1898,PNQ,CCU,2024-01-29 17:00,2024-01-29 01:00,11243,Cancelled
4673,IndiGo,UK9060,AMD,COK,2024-02-01 05:00,2024-02-01 05:00,8032,Delayed
4674,IndiGo,AI1321,AMD,DEL,2024-10-04 10:00,2024-10-04 04:00,2948,On Time
4675,Air India,AI2121,PNQ,CCU,2024-05-13 23:00,2024-05-13 02:00,9091,Delayed
4676,Go First,6E8042,COK,HYD,2024-11-30 12:00,2024-11-30 02:00,8669,On Time
4677,Akasa Air,6E4732,DEL,PNQ,2024-12-24 11:00,2024-12-24 05:00,7090,On Time
4678,Akasa Air,AI9504,TRV,BLR,2024-08-02 12:00,2024-08-02 05:00,4395,Cancelled
4679,Akasa Air,SG449,AMD,HYD,2024-08-14 11:00,2024-08-14 01:00,5629,Delayed
4680,Air India,6E4137,HYD,BOM,2024-07-04 22:00,2024-07-04 04:00,3419,On Time
4681,Go First,UK4127,BLR,CCU,2024-03-15 08:00,2024-03-15 01:00,11634,Delayed
4682,Air India,6E1352,BLR,COK,2024-07-27 23:00,2024-07-27 02:00,7230,Delayed
4683,IndiGo,AI1145,COK,TRV,2024-05-18 22:00,2024-05-18 03:00,7393,On Time
4684,Go First,UK6645,COK,TRV,2024-04-26 14:00,2024-04-26 05:00,11129,On Time
4685,Akasa Air,SG7740,TRV,BOM,2024-10-03 09:00,2024-10-03 02:00,11752,On Time
4686,Go First,UK8859,DEL,PNQ,2024-03-17 11:00,2024-03-17 04:00,4350,On Time
4687,Go First,QP798,COK,TRV,2024-06-23 07:00,2024-06-23 03:00,9738,On Time
4688,Air India,6E352,CCU,AMD,2024-07-23 17:00,2024-07-23 01:00,9064,Delayed
4689,Akasa Air,AI9444,CCU,AMD,2024-12-09 13:00,2024-12-09 01:00,10122,Cancelled
4690,Go First,SG2801,HYD,AMD,2024-05-03 22:00,2024-05-03 02:00,5939,Delayed
4691,IndiGo,AI7347,BLR,COK,2024-05-15 18:00,2024-05-15 03:00,2768,Delayed
4692,Akasa Air,6E1237,PNQ,BLR,2024-09-15 21:00,2024-09-15 01:00,4332,Delayed
4693,Go First,AI3313,BLR,AMD,2024-09-18 16:00,2024-09-18 03:00,7563,Delayed
4694,IndiGo,UK3837,COK,HYD,2024-03-08 04:00,2024-03-08 01:00,8945,Cancelled
4695,IndiGo,QP2597,BLR,AMD,2024-05-09 11:00,2024-05-09 03:00,4998,Delayed
4696,Vistara,UK4193,COK,TRV,2024-07-17 17:00,2024-07-17 02:00,8075,Cancelled
4697,SpiceJet,SG7803,TRV,PNQ,2024-10-04 04:00,2024-10-04 04:00,4141,On Time
4698,IndiGo,UK2378,BOM,TRV,2024-01-27 10:00,2024-01-27 03:00,6909,Delayed
4699,Akasa Air,6E1572,DEL,CCU,2024-09-20 13:00,2024-09-20 01:00,8769,Cancelled
4700,Akasa Air,6E5655,TRV,AMD,2024-10-12 15:00,2024-10-12 04:00,6726,Cancelled
4701,Air India,UK5975,CCU,TRV,2024-11-09 14:00,2024-11-09 02:00,10510,Cancelled
4702,Go First,UK9925,HYD,BLR,2024-06-30 00:00,2024-06-30 02:00,10189,Cancelled
4703,Vistara,SG5336,COK,DEL,2024-12-16 09:00,2024-12-16 05:00,11484,Delayed
4704,Go First,AI3425,COK,TRV,2024-04-16 12:00,2024-04-16 05:00,9167,On Time
4705,Akasa Air,QP6074,PNQ,TRV,2024-03-26 23:00,2024-03-26 04:00,3520,Delayed
4706,Go First,6E8937,TRV,COK,2024-02-24 17:00,2024-02-24 04:00,5998,On Time
4707,Vistara,SG7534,PNQ,CCU,2024-03-30 02:00,2024-03-30 02:00,3436,Delayed
4708,Air India,SG9763,BOM,AMD,2024-07-14 20:00,2024-07-14 01:00,4995,Delayed
4709,SpiceJet,6E6070,AMD,DEL,2024-02-04 03:00,2024-02-04 01:00,5683,Cancelled
4710,SpiceJet,SG6273,DEL,PNQ,2024-11-26 17:00,2024-11-26 03:00,9652,Delayed
4711,IndiGo,6E584,CCU,AMD,2024-09-28 03:00,2024-09-28 04:00,2966,Cancelled
4712,Go First,QP7603,TRV,COK,2024-05-10 20:00,2024-05-10 01:00,7714,Cancelled
4713,Go First,SG947,AMD,BLR,2024-08-03 22:00,2024-08-03 02:00,9067,On Time
4714,SpiceJet,QP5649,MAA,AMD,2024-06-02 02:00,2024-06-02 01:00,11425,Cancelled
4715,Vistara,QP1763,HYD,TRV,2024-02-08 04:00,2024-02-08 02:00,9256,Delayed
4716,Air India,UK7772,TRV,BOM,2024-07-05 09:00,2024-07-05 04:00,9094,Cancelled
4717,Vistara,QP6504,BLR,PNQ,2024-03-18 15:00,2024-03-18 03:00,9125,Cancelled
4718,Vistara,SG4554,MAA,DEL,2024-07-06 04:00,2024-07-06 04:00,2913,On Time
4719,IndiGo,6E2355,DEL,MAA,2024-08-30 22:00,2024-08-30 01:00,8633,Cancelled
4720,IndiGo,SG4613,COK,DEL,2024-10-01 21:00,2024-10-01 02:00,4747,On Time
4721,SpiceJet,QP6333,HYD,COK,2024-03-11 17:00,2024-03-11 04:00,10493,Cancelled
4722,Akasa Air,QP2315,DEL,PNQ,2024-05-26 17:00,2024-05-26 02:00,10378,Delayed
4723,Air India,UK6141,HYD,PNQ,2024-12-22 19:00,2024-12-22 02:00,3260,Cancelled
4724,Air India,6E5688,DEL,CCU,2024-09-25 00:00,2024-09-25 04:00,11373,Delayed
4725,Go First,UK9635,TRV,BLR,2024-02-10 12:00,2024-02-10 05:00,5399,Cancelled
4726,Akasa Air,AI9189,DEL,CCU,2024-01-10 10:00,2024-01-10 01:00,4484,On Time
4727,Akasa Air,6E6043,MAA,TRV,2024-07-06 18:00,2024-07-06 05:00,11606,Delayed
4728,Air India,AI7720,AMD,CCU,2024-09-09 22:00,2024-09-09 03:00,8591,Delayed
4729,Vistara,QP9303,TRV,CCU,2024-09-03 19:00,2024-09-03 03:00,3954,On Time
4730,Go First,AI2472,MAA,DEL,2024-04-07 08:00,2024-04-07 01:00,2848,On Time
4731,Go First,UK9692,AMD,TRV,2024-09-13 17:00,2024-09-13 01:00,7422,Delayed
4732,IndiGo,QP6418,CCU,AMD,2024-08-23 22:00,2024-08-23 05:00,6757,Cancelled
4733,Akasa Air,AI5069,HYD,COK,2024-01-11 12:00,2024-01-11 04:00,9720,Delayed
4734,SpiceJet,6E642,COK,BLR,2024-02-26 14:00,2024-02-26 02:00,11674,On Time
4735,SpiceJet,SG5507,DEL,MAA,2024-05-30 15:00,2024-05-30 05:00,6460,Delayed
4736,Akasa Air,AI5024,COK,DEL,2024-02-11 14:00,2024-02-11 04:00,7784,On Time
4737,Go First,AI3097,BOM,HYD,2024-03-27 20:00,2024-03-27 04:00,9465,Delayed
4738,Akasa Air,UK4188,AMD,HYD,2024-10-28 05:00,2024-10-28 04:00,9429,Cancelled
4739,Go First,6E5109,MAA,CCU,2024-07-01 00:00,2024-07-01 04:00,7162,Cancelled
4740,Go First,QP5550,PNQ,BOM,2024-09-14 12:00,2024-09-14 05:00,3266,Cancelled
4741,Vistara,UK6420,COK,MAA,2024-12-11 19:00,2024-12-11 04:00,9268,Cancelled
4742,IndiGo,AI8127,AMD,CCU,2024-07-06 11:00,2024-07-06 03:00,7318,Cancelled
4743,IndiGo,QP1584,AMD,MAA,2024-02-13 06:00,2024-02-13 02:00,7886,Delayed
4744,Go First,6E3922,BLR,BOM,2024-10-05 11:00,2024-10-05 03:00,3014,Cancelled
4745,Air India,UK6844,PNQ,BLR,2024-01-17 21:00,2024-01-17 04:00,11174,On Time
4746,Akasa Air,AI9158,DEL,AMD,2024-02-14 20:00,2024-02-14 05:00,11115,Cancelled
4747,Go First,UK6892,BLR,AMD,2024-05-03 09:00,2024-05-03 04:00,7833,Cancelled
4748,Go First,AI4875,DEL,CCU,2024-10-10 00:00,2024-10-10 03:00,10892,Cancelled
4749,IndiGo,QP9091,BLR,DEL,2024-09-22 03:00,2024-09-22 03:00,11033,On Time
4750,Go First,UK1383,COK,CCU,2024-08-31 05:00,2024-08-31 03:00,10344,On Time
4751,IndiGo,SG2800,COK,AMD,2024-02-23 20:00,2024-02-23 05:00,6978,On Time
4752,Go First,SG8935,PNQ,BOM,2024-02-29 01:00,2024-02-29 02:00,8334,On Time
4753,Air India,6E4412,BOM,DEL,2024-09-13 05:00,2024-09-13 04:00,7202,On Time
4754,Vistara,6E4777,PNQ,CCU,2024-10-23 21:00,2024-10-23 03:00,6275,Cancelled
4755,Air India,UK3604,COK,DEL,2024-08-08 08:00,2024-08-08 05:00,6164,Delayed
4756,Akasa Air,AI4010,AMD,CCU,2024-10-03 08:00,2024-10-03 05:00,8087,Cancelled
4757,IndiGo,6E6584,PNQ,DEL,2024-05-24 21:00,2024-05-24 01:00,4961,On Time
4758,SpiceJet,6E5954,MAA,HYD,2024-10-14 05:00,2024-10-14 01:00,8773,On Time
4759,Go First,6E3757,CCU,AMD,2024-06-10 16:00,2024-06-10 02:00,7504,Delayed
4760,Akasa Air,AI6594,BOM,AMD,2024-04-11 09:00,2024-04-11 05:00,4928,Cancelled
4761,SpiceJet,UK252,AMD,PNQ,2024-02-23 11:00,2024-02-23 05:00,8548,Cancelled
4762,SpiceJet,6E8303,HYD,MAA,2024-11-06 23:00,2024-11-06 01:00,3932,Delayed
4763,Air India,UK6892,AMD,BOM,2024-11-01 20:00,2024-11-01 02:00,5161,Cancelled
4764,Air India,6E3330,MAA,BLR,2024-11-16 08:00,2024-11-16 03:00,6569,Delayed
4765,Vistara,UK6975,MAA,TRV,2024-03-21 06:00,2024-03-21 05:00,3019,Cancelled
4766,IndiGo,6E4505,AMD,MAA,2024-01-04 14:00,2024-01-04 02:00,6657,Cancelled
4767,Go First,SG8049,TRV,AMD,2024-07-04 12:00,2024-07-04 04:00,7598,Cancelled
4768,Air India,6E2166,BLR,BOM,2024-05-11 07:00,2024-05-11 02:00,5256,Cancelled
4769,Go First,UK9127,COK,DEL,2024-10-14 22:00,2024-10-14 04:00,9810,Delayed
4770,SpiceJet,UK7807,MAA,COK,2024-03-22 13:00,2024-03-22 05:00,3314,Cancelled
4771,Akasa Air,UK7528,CCU,AMD,2024-05-14 20:00,2024-05-14 01:00,5575,Cancelled
4772,IndiGo,6E8487,COK,BOM,2024-08-16 15:00,2024-08-16 02:00,11824,On Time
4773,Vistara,QP2002,HYD,CCU,2024-05-20 15:00,2024-05-20 04:00,9368,Delayed
4774,Go First,QP6632,TRV,AMD,2024-10-09 11:00,2024-10-09 05:00,3094,Cancelled
4775,IndiGo,UK645,DEL,CCU,2024-11-07 02:00,2024-11-07 01:00,5591,On Time
4776,Go First,6E3289,BLR,CCU,2024-04-19 00:00,2024-04-19 01:00,6213,Cancelled
